Report_ID,Crime_Type,Severity,Latitude,Longitude,Timestamp
748,Domestic Violence,Critical,16.618374,126.608771,2024-07-31 14:46:00
749,Traffic Accident,Medium,5.640894,117.805709,2024-04-12 06:31:00
750,Fraud,Medium,8.56005,118.155136,2024-03-28 22:11:00
751,Fire Incident,Critical,8.018253,125.070096,2024-05-18 18:36:00
752,Domestic Violence,High,15.600091,116.511504,2024-03-30 17:24:00
753,Terrorism Threat,Critical,11.40343,122.482478,2024-04-08 00:56:00
754,Public Disturbance,Low,12.425101,116.534288,2024-11-11 03:54:00
755,Public Disturbance,Low,14.685448,117.910153,2024-04-03 11:38:00
756,Homicide,Critical,10.423678,122.606006,2024-08-22 08:37:00
757,Fire Incident,Critical,10.861306,122.698931,2024-06-29 18:17:00
758,Burglary,High,18.49031,126.675408,2024-11-25 18:03:00
759,Kidnapping,Critical,6.93452,122.627769,2024-08-05 15:53:00
760,Domestic Violence,High,7.812447,122.865843,2024-07-30 14:14:00
761,Traffic Accident,Medium,18.738697,123.15095,2024-05-09 11:30:00
762,Domestic Violence,High,15.65085,122.185082,2024-10-30 23:57:00
763,Cybercrime,High,16.316267,121.75003,2024-01-19 09:39:00
764,Fire Incident,Critical,7.034574,123.372796,2024-05-25 13:32:00
765,Burglary,Medium,18.769454,123.517294,2024-04-16 15:01:00
766,Robbery,Critical,7.856013,121.952893,2024-09-18 04:25:00
767,Terrorism Threat,Critical,6.43472,125.548389,2024-06-12 08:03:00
768,Fire Incident,Critical,8.326337,124.627379,2024-07-28 10:50:00
769,Robbery,Critical,10.425765,126.523722,2024-08-15 16:01:00
770,Robbery,High,15.41138,118.233959,2024-11-18 15:06:00
771,Vandalism,Medium,15.571508,122.012767,2024-05-23 01:32:00
772,Drug Trafficking,Critical,11.283409,126.817987,2024-02-24 05:26:00
773,Drug Possession,Medium,15.291113,117.312892,2024-01-30 14:08:00
774,Fraud,High,12.792381,117.430732,2024-07-04 16:43:00
775,Theft,High,11.528639,126.312439,2024-01-30 02:00:00
776,Kidnapping,Critical,18.000795,122.565684,2024-08-07 07:03:00
777,Public Disturbance,Medium,6.020331,123.784497,2024-06-09 04:06:00
778,Drug Possession,Medium,16.007615,117.753075,2024-10-20 18:13:00
779,Assault,Critical,8.096773,118.346892,2024-08-29 16:05:00
780,Domestic Violence,Critical,9.110041,126.453391,2024-12-11 18:43:00
781,Theft,Medium,14.365139,120.90234,2024-06-26 13:11:00
782,Robbery,Critical,10.339217,124.758272,2024-03-23 13:21:00
783,Fire Incident,Critical,8.592268,123.963732,2024-01-18 23:45:00
784,Traffic Accident,High,11.815266,119.260774,2024-05-20 04:23:00
785,Domestic Violence,High,18.274965,117.841343,2024-01-06 08:06:00
786,Assault,High,14.384692,124.509405,2024-11-04 21:35:00
787,Homicide,Critical,7.878114,125.116235,2024-11-12 22:19:00
788,Assault,High,5.332541,123.885551,2024-01-28 14:06:00
789,Assault,High,5.759753,124.736363,2024-02-21 07:03:00
790,Vandalism,Medium,10.706859,120.962382,2024-10-21 12:14:00
791,Fraud,High,5.236474,123.406286,2024-01-05 07:05:00
792,Assault,High,14.812348,116.798484,2024-03-18 06:51:00
793,Cybercrime,High,13.491922,119.096692,2024-11-14 16:56:00
794,Fire Incident,Critical,10.531586,123.267955,2024-12-11 03:32:00
795,Drug Possession,Medium,6.90934,120.300918,2024-08-02 19:07:00
796,Kidnapping,Critical,9.172791,125.756759,2024-09-28 16:55:00
797,Theft,Medium,6.725292,116.055328,2024-10-13 23:04:00
798,Assault,Critical,7.94074,124.155735,2024-09-07 09:14:00
799,Drug Trafficking,Critical,17.678792,125.366047,2024-04-13 17:35:00
800,Drug Possession,Medium,8.091032,125.182232,2024-05-21 12:05:00
801,Homicide,Critical,7.539012,124.796261,2024-02-09 14:30:00
802,Terrorism Threat,Critical,14.025443,116.80459,2024-02-19 01:14:00
803,Burglary,Medium,7.763846,122.386552,2024-08-28 22:02:00
804,Traffic Accident,Medium,14.398138,118.579861,2024-07-26 15:07:00
805,Assault,High,9.449003,120.957106,2024-08-10 14:03:00
806,Kidnapping,Critical,12.917728,120.009428,2024-08-18 08:19:00
807,Fraud,Medium,5.067646,118.707927,2024-06-10 07:26:00
808,Fraud,High,16.761541,117.477364,2024-08-29 10:28:00
809,Public Disturbance,Medium,11.235012,124.522437,2024-12-20 14:26:00
810,Homicide,Critical,7.460782,122.672904,2024-07-23 08:07:00
811,Kidnapping,Critical,17.478159,118.160751,2024-02-25 16:16:00
812,Assault,High,16.894222,122.947891,2024-10-22 00:14:00
813,Drug Trafficking,High,12.722316,121.978163,2024-12-09 18:36:00
814,Kidnapping,Critical,10.121461,118.456373,2024-07-30 21:34:00
815,Kidnapping,Critical,11.505816,121.614532,2024-10-15 22:19:00
816,Traffic Accident,Medium,14.277499,125.3278,2024-04-30 18:19:00
817,Kidnapping,Critical,11.247086,117.970597,2024-04-16 11:00:00
818,Public Disturbance,Medium,5.565878,124.376196,2024-06-17 18:07:00
819,Assault,Critical,10.172093,116.470893,2024-05-30 13:38:00
820,Traffic Accident,High,11.575439,121.001078,2024-02-03 19:33:00
821,Robbery,Critical,6.44515,126.652855,2024-07-18 03:40:00
822,Burglary,Medium,10.273234,120.163704,2024-02-26 16:18:00
823,Burglary,High,18.617438,118.451892,2024-10-22 12:36:00
824,Traffic Accident,High,11.816062,121.303211,2024-01-05 19:18:00
825,Kidnapping,Critical,11.158582,118.529898,2024-07-23 11:30:00
826,Drug Trafficking,High,7.616679,119.984452,2024-03-27 03:58:00
827,Vandalism,Medium,16.356417,123.922812,2024-12-16 15:06:00
828,Public Disturbance,Medium,7.949855,117.773709,2024-10-26 04:59:00
829,Theft,Medium,5.604021,122.308352,2024-04-27 07:56:00
830,Kidnapping,Critical,13.813566,116.4311,2024-04-16 22:39:00
831,Robbery,High,8.615635,117.980413,2024-10-22 05:51:00
832,Theft,High,18.261554,118.382528,2024-12-09 06:32:00
833,Public Disturbance,Low,8.071093,120.518435,2024-04-13 22:04:00
834,Drug Possession,High,7.348104,123.541503,2024-11-26 04:57:00
835,Assault,High,10.294959,117.454345,2024-01-13 01:27:00
836,Drug Trafficking,Critical,16.571199,122.660621,2024-05-09 04:40:00
837,Public Disturbance,Low,17.288537,121.845729,2024-03-26 13:44:00
838,Assault,Critical,14.231497,125.921832,2024-01-01 20:58:00
839,Fraud,High,10.185284,116.477821,2024-11-08 08:33:00
840,Vandalism,Medium,16.053778,120.193601,2024-03-12 03:43:00
841,Fraud,Medium,8.563252,124.424448,2024-03-02 00:49:00
842,Cybercrime,High,8.60927,116.060164,2024-01-06 04:19:00
843,Homicide,Critical,12.276666,120.125329,2024-05-29 13:57:00
844,Domestic Violence,Critical,10.071777,117.702564,2024-07-03 16:33:00
845,Burglary,High,12.905383,122.730687,2024-10-16 10:00:00
846,Drug Trafficking,Critical,12.729469,122.133189,2024-05-10 03:21:00
847,Traffic Accident,High,8.552887,119.373184,2024-09-07 18:03:00
848,Fire Incident,Critical,15.300954,125.404988,2024-03-27 17:10:00
849,Vandalism,Medium,15.96353,126.441697,2024-03-14 00:29:00
850,Drug Trafficking,Critical,16.005136,124.809391,2024-02-07 21:41:00
851,Drug Possession,High,18.503984,116.058197,2024-03-07 07:53:00
852,Kidnapping,Critical,11.603361,122.6027,2024-03-05 04:22:00
853,Assault,Critical,8.104783,116.880437,2024-01-28 11:49:00
854,Fire Incident,Critical,18.02959,120.407093,2024-07-27 14:24:00
855,Robbery,High,13.964078,120.828693,2024-05-26 21:05:00
856,Cybercrime,Medium,5.470531,122.594664,2024-06-17 16:44:00
857,Drug Possession,Medium,10.03636,123.20521,2024-04-24 15:32:00
858,Assault,Critical,15.91542,119.884404,2024-10-14 17:37:00
859,Fire Incident,Critical,13.205122,121.69517,2024-02-19 23:10:00
860,Assault,Critical,15.165942,122.150253,2024-09-10 11:24:00
861,Traffic Accident,High,8.168137,126.593629,2024-11-27 03:29:00
862,Fire Incident,Critical,13.048694,118.872183,2024-10-23 11:11:00
863,Homicide,Critical,12.82083,121.534861,2024-09-04 13:20:00
864,Homicide,Critical,16.241191,126.523803,2024-07-01 03:32:00
865,Terrorism Threat,Critical,18.524776,122.194855,2024-06-26 03:30:00
866,Domestic Violence,Critical,14.542325,125.861762,2024-01-20 21:59:00
867,Public Disturbance,Low,8.609477,120.209406,2024-06-09 11:27:00
868,Vandalism,Medium,10.773964,119.884059,2024-01-08 01:55:00
869,Burglary,Medium,9.022054,120.388237,2024-09-06 00:45:00
870,Assault,High,11.671776,119.888917,2024-07-14 22:26:00
871,Drug Possession,Medium,11.985991,118.196332,2024-06-25 06:14:00
872,Burglary,Medium,8.208905,125.184345,2024-09-16 06:01:00
873,Kidnapping,Critical,15.905139,117.318663,2024-02-27 03:40:00
874,Public Disturbance,Low,15.699419,121.956214,2024-01-31 18:36:00
875,Public Disturbance,Medium,13.689345,121.415744,2024-07-19 01:18:00
876,Public Disturbance,Low,18.781526,126.076075,2024-07-23 02:00:00
877,Fire Incident,Critical,8.109299,122.343317,2024-02-09 10:18:00
878,Fraud,High,18.155162,116.358189,2024-09-09 21:18:00
879,Fire Incident,Critical,17.045602,124.534944,2024-11-28 22:04:00
880,Homicide,Critical,14.775424,121.060776,2024-01-07 03:07:00
881,Theft,Medium,10.311992,117.108226,2024-09-20 07:27:00
882,Burglary,Medium,12.679888,118.608531,2024-12-09 05:21:00
883,Domestic Violence,Critical,7.574791,120.663372,2024-11-01 04:10:00
884,Traffic Accident,High,16.960565,119.075925,2024-05-10 23:47:00
885,Kidnapping,Critical,18.709814,123.546131,2024-03-13 17:21:00
886,Burglary,Medium,12.774761,125.419396,2024-05-22 18:27:00
887,Kidnapping,Critical,16.200524,124.123962,2024-12-10 10:02:00
888,Theft,Medium,10.901289,117.479189,2024-08-17 21:44:00
889,Public Disturbance,Medium,8.513636,125.443522,2024-02-04 17:46:00
890,Fire Incident,Critical,6.385647,117.796761,2024-06-05 21:33:00
891,Burglary,High,16.745604,117.059321,2024-08-31 16:32:00
892,Burglary,High,10.044292,122.132406,2024-07-06 15:53:00
893,Traffic Accident,Medium,10.764653,119.861995,2024-05-24 21:02:00
894,Drug Possession,High,9.971527,123.405121,2024-12-20 23:34:00
895,Terrorism Threat,Critical,17.454854,120.191781,2024-07-27 15:21:00
896,Terrorism Threat,Critical,13.843971,117.593332,2024-05-02 00:35:00
897,Domestic Violence,Critical,13.837828,122.288013,2024-02-21 22:49:00
898,Assault,High,9.810757,119.448303,2024-07-31 03:49:00
899,Burglary,High,8.797473,120.893882,2024-09-21 10:45:00
900,Terrorism Threat,Critical,10.795847,118.022748,2024-01-17 19:43:00
901,Kidnapping,Critical,15.188814,123.282248,2024-02-28 07:13:00
902,Drug Trafficking,High,10.558638,117.051091,2024-12-10 13:31:00
903,Robbery,High,15.793072,121.763811,2024-03-01 14:55:00
904,Homicide,Critical,8.674332,117.708018,2024-10-10 21:03:00
905,Cybercrime,Medium,8.463551,119.125928,2024-04-02 01:12:00
906,Kidnapping,Critical,12.374393,117.876688,2024-01-26 14:22:00
907,Traffic Accident,High,17.099376,121.139128,2024-07-17 08:47:00
908,Terrorism Threat,Critical,6.891609,126.433347,2024-05-08 21:56:00
909,Terrorism Threat,Critical,13.834665,122.994363,2024-11-12 17:46:00
910,Cybercrime,High,11.743124,118.498413,2024-03-06 05:04:00
911,Terrorism Threat,Critical,9.310155,120.534242,2024-04-23 09:21:00
912,Cybercrime,Medium,5.001293,124.969178,2024-04-09 06:01:00
913,Traffic Accident,High,11.568771,116.091488,2024-12-24 05:07:00
914,Public Disturbance,Medium,5.127856,120.734788,2024-08-01 07:11:00
915,Vandalism,Low,12.674971,118.074281,2024-11-14 06:59:00
916,Fire Incident,Critical,8.498546,123.864318,2024-10-10 18:54:00
917,Fire Incident,Critical,8.088294,116.871307,2024-06-23 10:38:00
918,Burglary,High,14.078399,121.851387,2024-07-14 18:00:00
919,Fraud,Medium,16.948748,118.006479,2024-07-29 21:02:00
920,Homicide,Critical,13.916498,122.795024,2024-07-17 03:53:00
921,Public Disturbance,Low,9.489012,117.673642,2024-01-17 02:45:00
922,Drug Possession,Medium,8.949604,117.375431,2024-11-15 05:53:00
923,Theft,Medium,6.262758,116.161973,2024-06-07 03:38:00
924,Domestic Violence,Critical,9.362074,124.794086,2024-09-27 10:38:00
925,Terrorism Threat,Critical,14.757087,116.349108,2024-02-28 10:00:00
926,Kidnapping,Critical,5.784537,124.532182,2024-02-21 23:32:00
927,Public Disturbance,Low,7.690692,125.256932,2024-10-04 20:32:00
928,Theft,Medium,18.644379,123.861508,2024-10-07 04:49:00
929,Terrorism Threat,Critical,8.460271,126.93989,2024-05-25 00:55:00
930,Terrorism Threat,Critical,15.294519,117.033563,2024-05-31 18:52:00
931,Public Disturbance,Medium,14.540192,119.433203,2024-08-23 05:56:00
932,Drug Possession,Medium,15.426144,122.045379,2024-03-29 22:34:00
933,Burglary,High,13.93928,118.18596,2024-02-07 22:17:00
934,Drug Trafficking,High,8.303522,120.775778,2024-01-11 23:19:00
935,Drug Possession,High,13.185756,120.353891,2024-06-26 00:17:00
936,Theft,Medium,13.135078,123.598266,2024-04-22 20:40:00
937,Traffic Accident,Medium,8.482112,121.499111,2024-09-03 10:21:00
938,Robbery,High,9.977247,117.693103,2024-03-19 04:48:00
939,Kidnapping,Critical,11.8298,119.484135,2024-09-09 21:49:00
940,Terrorism Threat,Critical,15.264644,116.234881,2024-10-02 01:59:00
941,Traffic Accident,Medium,8.509747,116.434374,2024-11-14 13:52:00
942,Cybercrime,High,7.656862,118.052894,2024-09-10 03:52:00
943,Domestic Violence,Critical,8.854542,125.144846,2024-04-26 18:12:00
944,Assault,High,11.291379,125.013604,2024-09-24 07:45:00
945,Terrorism Threat,Critical,5.010078,123.018287,2024-10-03 00:15:00
946,Drug Possession,Medium,13.676284,120.004827,2024-06-22 21:05:00
947,Domestic Violence,High,14.216052,121.928522,2024-10-09 03:53:00
948,Drug Trafficking,Critical,15.720277,117.695447,2024-07-25 04:02:00
949,Domestic Violence,Critical,13.972655,117.215105,2024-02-18 13:18:00
950,Robbery,High,7.500943,116.344011,2024-03-18 22:55:00
951,Public Disturbance,Low,6.38255,122.281134,2024-10-09 23:15:00
952,Public Disturbance,Medium,5.687199,118.427951,2024-02-21 14:36:00
953,Theft,Medium,14.180491,126.212441,2024-02-28 05:20:00
954,Terrorism Threat,Critical,16.214279,116.667702,2024-10-29 21:18:00
955,Traffic Accident,Medium,16.531002,118.923972,2024-01-30 14:27:00
956,Assault,Critical,6.091095,118.374901,2024-03-11 17:16:00
957,Homicide,Critical,15.152407,121.848272,2024-05-17 23:03:00
958,Drug Trafficking,High,12.980387,126.422537,2024-10-29 07:52:00
959,Homicide,Critical,15.727968,122.3422,2024-11-30 00:43:00
960,Fraud,Medium,7.33533,117.984362,2024-10-19 09:43:00
961,Domestic Violence,High,12.474607,122.599073,2024-09-13 13:18:00
962,Domestic Violence,Critical,16.827956,120.535776,2024-11-09 13:04:00
963,Domestic Violence,High,12.884026,118.353209,2024-07-04 00:31:00
964,Traffic Accident,High,11.264997,120.367996,2024-01-26 05:46:00
965,Cybercrime,Medium,12.246531,126.927532,2024-08-07 19:03:00
966,Theft,High,18.781522,118.363051,2024-08-17 07:21:00
967,Theft,High,17.867569,121.623986,2024-04-22 15:50:00
968,Homicide,Critical,5.528308,119.912213,2024-04-10 18:51:00
969,Burglary,High,17.454755,118.748426,2024-07-05 14:11:00
970,Cybercrime,Medium,12.98682,122.259714,2024-06-07 07:59:00
971,Assault,Critical,16.100659,117.901927,2024-03-10 10:36:00
972,Cybercrime,Medium,15.231051,122.339121,2024-02-27 03:29:00
973,Robbery,Critical,9.871023,124.988559,2024-10-30 07:14:00
974,Homicide,Critical,17.177011,118.493894,2024-01-09 07:49:00
975,Fire Incident,Critical,5.757791,121.768217,2024-08-20 12:27:00
976,Kidnapping,Critical,9.575643,123.675455,2024-04-21 13:19:00
977,Robbery,Critical,18.594563,124.281242,2024-03-06 14:18:00
978,Vandalism,Medium,9.056962,120.337546,2024-04-06 06:10:00
979,Domestic Violence,High,11.661965,124.198465,2024-10-17 16:22:00
980,Burglary,Medium,10.579379,120.779402,2024-04-04 22:28:00
981,Kidnapping,Critical,11.732915,118.179194,2024-10-14 20:41:00
982,Drug Trafficking,High,8.392411,118.928828,2024-11-09 03:56:00
983,Domestic Violence,High,6.575418,120.549403,2024-09-22 23:30:00
984,Traffic Accident,Medium,9.490337,122.532649,2024-01-18 15:02:00
985,Cybercrime,Medium,18.827127,122.778431,2024-11-18 00:10:00
986,Kidnapping,Critical,11.166488,126.166345,2024-06-19 00:31:00
987,Drug Trafficking,Critical,7.183877,124.013354,2024-03-03 11:42:00
988,Homicide,Critical,15.354143,118.673531,2024-04-17 12:50:00
989,Cybercrime,Medium,9.805799,124.847089,2024-08-10 04:19:00
990,Terrorism Threat,Critical,11.596664,119.650644,2024-06-03 06:47:00
991,Drug Trafficking,Critical,12.683201,122.853462,2024-04-12 22:13:00
992,Theft,High,13.162069,123.298812,2024-02-01 15:54:00
993,Burglary,Medium,5.841541,118.207657,2024-07-16 12:59:00
994,Robbery,Critical,14.16661,116.091676,2024-10-10 00:03:00
995,Burglary,High,17.099952,116.209862,2024-10-08 10:58:00
996,Vandalism,Medium,12.119565,123.806577,2024-08-17 16:59:00
997,Public Disturbance,Low,7.609843,121.507159,2024-11-29 11:53:00
998,Theft,Medium,8.46349,121.823569,2024-08-30 21:33:00
999,Public Disturbance,Medium,15.42147,116.202094,2024-09-13 06:07:00
1000,Traffic Accident,High,8.306867,126.760687,2024-12-31 00:00:00
1001,Burglary,Medium,13.761093,125.66545,2024-01-22 10:57:00
1002,Burglary,Medium,7.123915,125.868928,2024-04-09 22:48:00
1003,Assault,Critical,12.29005,123.457944,2024-06-14 14:35:00
1004,Fraud,Medium,13.02058,120.691115,2024-08-15 11:17:00
1005,Domestic Violence,Critical,12.591273,118.27433,2024-04-10 21:48:00
1006,Drug Trafficking,High,9.325978,123.7565,2024-04-08 11:42:00
1007,Fraud,Medium,14.187245,122.213287,2024-04-25 02:05:00
1008,Domestic Violence,High,12.802764,126.434617,2024-03-27 04:58:00
1009,Drug Possession,High,16.753315,117.600751,2024-01-22 11:15:00
1010,Domestic Violence,Critical,18.456747,119.336829,2024-07-18 08:56:00
1011,Kidnapping,Critical,15.90751,117.174486,2024-05-14 12:40:00
1012,Theft,High,13.478463,122.735982,2024-06-18 01:41:00
1013,Vandalism,Low,10.029659,123.569554,2024-12-13 01:13:00
1014,Kidnapping,Critical,12.032544,122.651829,2024-09-29 07:24:00
1015,Drug Possession,High,11.880238,117.51264,2024-05-20 17:27:00
1016,Vandalism,Low,10.720248,126.656966,2024-07-15 12:07:00
1017,Fraud,Medium,15.393133,126.870678,2024-05-28 22:58:00
1018,Assault,High,17.979445,126.841904,2024-12-22 18:22:00
1019,Domestic Violence,Critical,17.426217,120.703113,2024-01-31 10:58:00
1020,Fire Incident,Critical,15.082813,120.335658,2024-01-29 01:02:00
1021,Homicide,Critical,11.322534,125.097111,2024-01-31 21:16:00
1022,Vandalism,Medium,18.773629,116.431768,2024-10-09 02:16:00
1023,Robbery,High,9.076511,120.378439,2024-08-09 18:28:00
1024,Cybercrime,High,7.330812,119.238617,2024-02-09 17:16:00
1025,Kidnapping,Critical,11.490105,123.107117,2024-03-06 20:34:00
1026,Homicide,Critical,7.516799,122.439925,2024-04-08 12:39:00
1027,Fire Incident,Critical,10.78983,120.959744,2024-05-10 06:07:00
1028,Terrorism Threat,Critical,13.264417,123.838978,2024-05-27 01:01:00
1029,Terrorism Threat,Critical,6.262515,119.564823,2024-04-29 10:00:00
1030,Homicide,Critical,6.276677,123.768494,2024-09-21 06:53:00
1031,Assault,Critical,15.176234,126.727106,2024-04-26 10:26:00
1032,Fire Incident,Critical,12.704842,116.482967,2024-05-04 10:25:00
1033,Domestic Violence,High,7.269737,117.590681,2024-02-07 08:42:00
1034,Fraud,High,9.333256,124.454935,2024-11-20 22:55:00
1035,Cybercrime,Medium,6.645756,117.447281,2024-05-27 17:05:00
1036,Theft,High,5.170909,121.473904,2024-12-29 02:24:00
1037,Theft,High,8.330297,122.477486,2024-12-12 09:40:00
1038,Terrorism Threat,Critical,10.742119,116.873454,2024-01-05 18:52:00
1039,Vandalism,Medium,13.676725,122.133035,2024-05-31 04:43:00
1040,Robbery,High,7.075586,123.186046,2024-01-27 17:44:00
1041,Kidnapping,Critical,16.95361,123.336962,2024-08-05 07:38:00
1042,Domestic Violence,High,5.686439,120.586526,2024-05-09 19:06:00
1043,Drug Possession,High,13.555257,123.60665,2024-05-09 04:37:00
1044,Terrorism Threat,Critical,15.490687,119.962075,2024-01-27 02:21:00
1045,Assault,Critical,9.519506,125.872828,2024-02-19 06:33:00
1046,Fraud,Medium,9.099658,117.480004,2024-07-18 19:48:00
1047,Domestic Violence,Critical,12.345047,123.654124,2024-02-12 08:50:00
1048,Homicide,Critical,12.999139,126.772849,2024-03-04 20:08:00
1049,Public Disturbance,Medium,10.97875,125.325778,2024-07-08 01:53:00
1050,Traffic Accident,Medium,13.60006,121.460366,2024-12-28 10:39:00
1051,Public Disturbance,Low,17.371292,118.559938,2024-07-30 12:38:00
1052,Drug Trafficking,High,6.6549,121.113742,2024-03-26 20:54:00
1053,Drug Trafficking,Critical,10.796576,119.671715,2024-06-03 14:52:00
1054,Theft,Medium,14.660239,118.798593,2024-02-19 09:31:00
1055,Cybercrime,High,12.093655,119.563162,2024-01-05 11:09:00
1056,Homicide,Critical,14.601701,119.754977,2024-01-22 04:51:00
1057,Drug Possession,Medium,9.627208,119.717305,2024-12-14 21:01:00
1058,Public Disturbance,Low,14.039131,121.296451,2024-12-01 09:52:00
1059,Domestic Violence,Critical,15.975846,120.553484,2024-02-10 19:03:00
1060,Cybercrime,High,12.772481,116.205903,2024-08-29 13:12:00
1061,Traffic Accident,Medium,18.574586,119.08506,2024-01-23 16:47:00
1062,Domestic Violence,Critical,13.771152,125.266464,2024-10-10 16:09:00
1063,Drug Possession,Medium,17.104312,124.266942,2024-08-17 00:16:00
1064,Robbery,Critical,10.794174,121.467599,2024-06-22 01:05:00
1065,Traffic Accident,High,16.612405,119.328916,2024-08-08 03:23:00
1066,Drug Possession,Medium,10.23902,116.411345,2024-05-27 03:55:00
1067,Assault,Critical,12.083926,124.789278,2024-12-30 03:04:00
1068,Kidnapping,Critical,7.662964,126.160004,2024-08-13 23:54:00
1069,Domestic Violence,High,15.77274,117.080767,2024-04-06 15:24:00
1070,Drug Trafficking,High,11.431158,123.850451,2024-03-25 08:22:00
1071,Theft,High,18.052723,123.557576,2024-03-04 09:45:00
1072,Domestic Violence,Critical,17.448602,117.134131,2024-08-15 12:59:00
1073,Theft,High,13.943912,118.308303,2024-05-26 00:57:00
1074,Drug Trafficking,Critical,8.873094,119.510648,2024-11-17 05:03:00
1075,Homicide,Critical,8.817159,117.732456,2024-03-24 08:20:00
1076,Theft,Medium,7.892083,119.8535,2024-08-19 21:55:00
1077,Burglary,Medium,18.205889,124.844031,2024-06-27 06:37:00
1078,Drug Possession,Medium,9.359286,125.814674,2024-11-19 01:18:00
1079,Robbery,High,5.405898,125.936216,2024-02-06 17:46:00
1080,Homicide,Critical,10.370395,116.947315,2024-10-12 09:14:00
1081,Drug Possession,High,13.628415,119.436847,2024-05-24 06:52:00
1082,Assault,Critical,12.94905,117.022078,2024-12-06 23:42:00
1083,Homicide,Critical,11.378178,123.529258,2024-12-04 21:23:00
1084,Public Disturbance,Low,18.264276,117.580939,2024-07-06 21:47:00
1085,Traffic Accident,High,7.566943,126.089909,2024-08-28 12:53:00
1086,Domestic Violence,Critical,11.825094,116.719017,2024-03-23 04:50:00
1087,Traffic Accident,High,11.457384,117.878817,2024-09-10 20:29:00
1088,Kidnapping,Critical,12.111295,120.462546,2024-03-18 21:38:00
1089,Domestic Violence,High,16.094033,121.860201,2024-10-18 20:46:00
1090,Fraud,Medium,13.692248,122.027439,2024-12-17 06:06:00
1091,Fire Incident,Critical,5.924839,118.29062,2024-11-09 22:51:00
1092,Fraud,High,12.623376,118.597698,2024-02-26 17:18:00
1093,Public Disturbance,Low,13.290284,121.091993,2024-03-12 02:37:00
1094,Terrorism Threat,Critical,7.466436,126.514718,2024-02-20 16:28:00
1095,Homicide,Critical,14.597122,122.56046,2024-10-02 21:56:00
1096,Domestic Violence,Critical,14.029848,116.676304,2024-06-07 11:02:00
1097,Kidnapping,Critical,17.421662,125.935816,2024-01-01 03:13:00
1098,Kidnapping,Critical,14.25234,120.982719,2024-07-31 06:23:00
1099,Fire Incident,Critical,13.61801,120.918757,2024-05-29 18:11:00
1100,Domestic Violence,Critical,12.98387,126.045247,2024-08-09 18:23:00
1101,Fraud,High,18.86405,122.409997,2024-10-21 07:51:00
1102,Kidnapping,Critical,16.935073,116.686516,2024-02-08 16:28:00
1103,Theft,High,6.535776,119.104302,2024-01-23 16:59:00
1104,Vandalism,Medium,14.831106,120.336952,2024-08-19 15:40:00
1105,Fire Incident,Critical,10.684457,120.787091,2024-06-02 19:16:00
1106,Drug Possession,High,6.946964,122.109637,2024-09-19 08:29:00
1107,Fraud,Medium,9.038592,125.600093,2024-04-01 10:07:00
1108,Kidnapping,Critical,5.162439,123.132282,2024-04-14 20:30:00
1109,Public Disturbance,Medium,18.64965,117.493533,2024-04-09 22:05:00
1110,Fraud,High,17.510155,123.649296,2024-11-05 23:43:00
1111,Drug Possession,High,12.131809,122.07255,2024-11-23 17:07:00
1112,Fire Incident,Critical,9.974301,118.043701,2024-01-06 09:50:00
1113,Public Disturbance,Low,14.96982,118.961755,2024-09-24 05:15:00
1114,Robbery,High,12.954094,123.753708,2024-03-23 09:41:00
1115,Public Disturbance,Low,6.989225,124.044225,2024-07-22 11:13:00
1116,Terrorism Threat,Critical,12.237294,121.756925,2024-03-05 09:42:00
1117,Vandalism,Medium,13.82928,123.301106,2024-02-26 20:34:00
1118,Cybercrime,Medium,17.650194,121.885366,2024-01-08 20:27:00
1119,Public Disturbance,Medium,12.177284,121.161556,2024-08-29 09:37:00
1120,Fraud,High,18.448138,124.780455,2024-07-29 14:17:00
1121,Drug Possession,Medium,14.730716,122.574002,2024-08-09 10:01:00
1122,Burglary,Medium,13.810201,122.359552,2024-02-07 14:07:00
1123,Cybercrime,Medium,9.015419,116.907612,2024-02-25 23:15:00
1124,Burglary,High,6.855543,119.090691,2024-07-06 02:37:00
1125,Theft,Medium,13.453502,126.011446,2024-04-20 01:17:00
1126,Terrorism Threat,Critical,10.176736,117.929393,2024-06-20 23:49:00
1127,Public Disturbance,Low,16.191208,125.482159,2024-09-06 15:42:00
1128,Assault,High,13.337617,125.038961,2024-12-27 03:19:00
1129,Fraud,High,8.331264,120.842035,2024-05-01 19:29:00
1130,Drug Trafficking,Critical,5.760561,118.90835,2024-03-25 11:08:00
1131,Robbery,High,11.496209,121.238551,2024-12-12 19:21:00
1132,Vandalism,Medium,14.569139,120.290775,2024-07-10 05:42:00
1133,Kidnapping,Critical,12.42619,120.782078,2024-07-29 07:00:00
1134,Terrorism Threat,Critical,10.348057,119.472575,2024-01-30 20:50:00
1135,Homicide,Critical,17.84797,123.011666,2024-11-10 10:00:00
1136,Burglary,High,8.784566,124.82548,2024-07-04 22:27:00
1137,Fire Incident,Critical,11.45552,123.428202,2024-06-25 01:42:00
1138,Drug Trafficking,Critical,14.488054,126.925363,2024-08-16 02:47:00
1139,Theft,Medium,16.643653,116.131576,2024-03-12 03:24:00
1140,Homicide,Critical,14.596994,119.866681,2024-07-25 06:58:00
1141,Burglary,Medium,5.476585,122.813369,2024-02-11 10:05:00
1142,Drug Trafficking,High,14.913051,117.319748,2024-04-04 14:17:00
